Designator,Mid X,Mid Y,Rotation,Layer
C1,24.0,-46.0,90.0,top
C2,28.95,-40.0,180.0,top
J1,24.125,-32.3925,0.0,top
J2,18.0,-55.0,270.0,top
J3,29.46,-65.73,90.0,top
J4,37.0,-65.73,0.0,top
J5,49.73,-35.46,0.0,top
R1,26.0,-52.0,90.0,top
R2,26.0,-58.0875,270.0,top
SW1,18.0,-42.0,270.0,top
U1,29.85,-45.0,180.0,top
U2,32.1375,-55.05,180.0,top
